id_renglon,venta_id,fecha_venta,jugador_id,producto_id,ubicacion_id,cantidad,nombre,categoria,precio,costo,fecha_registro,edad_nino,tipo_suscripcion,estado,municipio,latitud,longitud,Ingreso_Total,Costo_Total,Utilidad
2562,51738,2023-10-12,JUG-132,PROD-02,UBI-PUE115,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2023-02-08,8,Gratuita,Puebla,San Andrés Cholula,19.020107404433716,-98.317251538278,80.0,5.0,75.0
2564,51739,2025-08-27,JUG-037,PROD-06,UBI-PUE047,1,Lapicera Colección,Papelería,95.0,25.0,2024-04-15,9,Gratuita,Puebla,Tehuacán,18.44864555025473,-97.3846209669683,95.0,25.0,70.0
2565,51739,2025-08-27,JUG-037,PROD-01,UBI-PUE047,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2024-04-15,9,Gratuita,Puebla,Tehuacán,18.44864555025473,-97.3846209669683,150.0,45.0,105.0
2567,51740,2024-05-14,JUG-184,PROD-07,UBI-PUE175,2,Libreta de Tareas,Papelería,110.0,30.0,2023-05-21,7,Gratuita,Puebla,Puebla (La Paz Tlaxcolpan),18.900781294687047,-98.22160424933368,220.0,60.0,160.0
2568,51740,2024-05-14,JUG-184,PROD-08,UBI-PUE175,1,Planilla Stickers,Papelería,35.0,8.0,2023-05-21,7,Gratuita,Puebla,Puebla (La Paz Tlaxcolpan),18.900781294687047,-98.22160424933368,35.0,8.0,27.0
2569,51741,2026-06-03,JUG-013,PROD-02,UBI-PUE222,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2025-09-02,9,Gratuita,Puebla,Villa Avila Camacho,20.383091927918866,-97.8795480125374,80.0,5.0,75.0
2570,51742,2025-02-22,JUG-045,PROD-07,UBI-PUE280,3,Libreta de Tareas,Papelería,110.0,30.0,2024-03-30,9,Gratuita,Puebla,Heroica Puebla De Zaragoza,19.031315695241982,-98.21481963772132,330.0,90.0,240.0
2571,51742,2025-02-22,JUG-045,PROD-05,UBI-PUE280,1,Mochila Ergonómica,Accesorios,450.0,180.0,2024-03-30,9,Gratuita,Puebla,Heroica Puebla De Zaragoza,19.031315695241982,-98.21481963772132,450.0,180.0,270.0
2572,51742,2025-02-22,JUG-045,PROD-08,UBI-PUE280,2,Planilla Stickers,Papelería,35.0,8.0,2024-03-30,9,Gratuita,Puebla,Heroica Puebla De Zaragoza,19.031315695241982,-98.21481963772132,70.0,16.0,54.0
2573,51743,2025-12-22,JUG-013,PROD-03,UBI-PUE286,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2025-09-02,9,Gratuita,Puebla,Heroica Puebla De Zaragoza,19.08123691613343,-98.25211833440542,280.0,90.0,190.0
2574,51744,2025-10-06,JUG-078,PROD-01,UBI-PUE116,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2025-05-09,7,Gratuita,Puebla,San Andrés Cholula,19.019169267718645,-98.31783351860172,150.0,45.0,105.0
2575,51745,2023-04-29,JUG-238,PROD-02,UBI-PUE029,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2023-02-24,12,Gratuita,Puebla,Tehuacán,18.443597457880003,-97.38238936901048,80.0,5.0,75.0
2576,51745,2023-04-29,JUG-238,PROD-02,UBI-PUE029,2,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2023-02-24,12,Gratuita,Puebla,Tehuacán,18.443597457880003,-97.38238936901048,160.0,10.0,150.0
2577,51746,2024-08-13,JUG-200,PROD-08,UBI-PUE163,1,Planilla Stickers,Papelería,35.0,8.0,2024-05-07,6,Gratuita,Puebla,Puebla (San Andrés Azumiatla),18.899428386340052,-98.24939021332398,35.0,8.0,27.0
2578,51746,2024-08-13,JUG-200,PROD-04,UBI-PUE163,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2024-05-07,6,Gratuita,Puebla,Puebla (San Andrés Azumiatla),18.899428386340052,-98.24939021332398,120.0,35.0,85.0
2579,51746,2024-08-13,JUG-200,PROD-02,UBI-PUE163,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2024-05-07,6,Gratuita,Puebla,Puebla (San Andrés Azumiatla),18.899428386340052,-98.24939021332398,80.0,5.0,75.0
2580,51747,2025-10-16,JUG-212,PROD-07,UBI-PUE052,1,Libreta de Tareas,Papelería,110.0,30.0,2024-11-09,10,Gratuita,Puebla,Tehuacán,18.47893098831278,-97.43182784586894,110.0,30.0,80.0
2581,51748,2025-09-15,JUG-049,PROD-03,UBI-PUE088,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2025-08-17,10,Gratuita,Puebla,Atlixco,18.90080230025062,-98.43958632072618,280.0,90.0,190.0
2582,51749,2026-07-09,JUG-147,PROD-06,UBI-PUE017,1,Lapicera Colección,Papelería,95.0,25.0,2025-05-31,11,Premium,Puebla,Huauchinango,20.16770746327491,-98.05462751252284,95.0,25.0,70.0
2583,51750,2025-10-09,JUG-022,PROD-07,UBI-PUE214,1,Libreta de Tareas,Papelería,110.0,30.0,2024-12-25,7,Gratuita,Puebla,Amozoc De Mota,19.04353018681422,-98.03695445402629,110.0,30.0,80.0
2584,51750,2025-10-09,JUG-022,PROD-03,UBI-PUE214,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2024-12-25,7,Gratuita,Puebla,Amozoc De Mota,19.04353018681422,-98.03695445402629,280.0,90.0,190.0
2585,51751,2024-08-17,JUG-150,PROD-05,UBI-PUE189,1,Mochila Ergonómica,Accesorios,450.0,180.0,2023-09-02,11,Gratuita,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.145325233776628,-98.2362716801404,450.0,180.0,270.0
2586,51752,2024-03-15,JUG-161,PROD-07,UBI-PUE237,1,Libreta de Tareas,Papelería,110.0,30.0,2023-02-05,12,Premium,Puebla,Chignahuapan,19.834778562596803,-98.02894097235315,110.0,30.0,80.0
2587,51753,2026-01-08,JUG-056,PROD-02,UBI-PUE231,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2025-09-14,11,Gratuita,Puebla,Chignahuapan,19.8383854302683,-98.04206960903008,80.0,5.0,75.0
2588,51753,2026-01-08,JUG-056,PROD-07,UBI-PUE231,1,Libreta de Tareas,Papelería,110.0,30.0,2025-09-14,11,Gratuita,Puebla,Chignahuapan,19.8383854302683,-98.04206960903008,110.0,30.0,80.0
2589,51754,2025-09-06,JUG-163,PROD-04,UBI-PUE205,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2024-05-28,8,Gratuita,Puebla,Amozoc De Mota,19.04783192481297,-98.05338993782271,120.0,35.0,85.0
2590,51755,2024-01-11,JUG-126,PROD-06,UBI-PUE055,1,Lapicera Colección,Papelería,95.0,25.0,2023-12-22,11,Gratuita,Puebla,Zacatlán,19.92499117719992,-97.96852730635536,95.0,25.0,70.0
2591,51756,2023-11-19,JUG-181,PROD-04,UBI-PUE080,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2023-08-14,7,Gratuita,Puebla,Atlixco,18.93027630720187,-98.4580399183554,120.0,35.0,85.0
2592,51757,2024-10-11,JUG-213,PROD-06,UBI-PUE245,1,Lapicera Colección,Papelería,95.0,25.0,2023-08-15,10,Gratuita,Puebla,Chignahuapan,19.82407251473809,-98.028634760949,95.0,25.0,70.0
2593,51758,2025-02-09,JUG-113,PROD-01,UBI-PUE245,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2024-01-12,8,Premium,Puebla,Chignahuapan,19.82407251473809,-98.028634760949,150.0,45.0,105.0
2594,51759,2023-12-01,JUG-152,PROD-04,UBI-PUE081,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2023-05-19,7,Premium,Puebla,Atlixco,18.91525576823984,-98.47889677619204,120.0,35.0,85.0
2595,51760,2025-11-04,JUG-246,PROD-04,UBI-PUE204,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2024-10-29,10,Gratuita,Puebla,Amozoc De Mota,19.04288111909371,-98.07729487818024,120.0,35.0,85.0
2596,51761,2024-09-06,JUG-053,PROD-08,UBI-PUE226,1,Planilla Stickers,Papelería,35.0,8.0,2023-09-25,6,Gratuita,Puebla,Chignahuapan,19.835450667319225,-98.04272048537683,35.0,8.0,27.0
2597,51761,2024-09-06,JUG-053,PROD-03,UBI-PUE226,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2023-09-25,6,Gratuita,Puebla,Chignahuapan,19.835450667319225,-98.04272048537683,280.0,90.0,190.0
2598,51762,2025-07-02,JUG-179,PROD-03,UBI-PUE101,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2024-04-02,10,Gratuita,Puebla,San Andrés Cholula,19.045970235953774,-98.27527698216296,280.0,90.0,190.0
2599,51763,2023-11-26,JUG-230,PROD-08,UBI-PUE244,2,Planilla Stickers,Papelería,35.0,8.0,2023-10-13,9,Gratuita,Puebla,Chignahuapan,19.82455262201839,-98.02710370392826,70.0,16.0,54.0
2600,51763,2023-11-26,JUG-230,PROD-06,UBI-PUE244,1,Lapicera Colección,Papelería,95.0,25.0,2023-10-13,9,Gratuita,Puebla,Chignahuapan,19.82455262201839,-98.02710370392826,95.0,25.0,70.0
2601,51764,2025-10-18,JUG-031,PROD-03,UBI-PUE257,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2024-12-27,7,Gratuita,Puebla,Heroica Puebla De Zaragoza,18.96383721771913,-98.27213063472668,280.0,90.0,190.0
2602,51765,2024-02-09,JUG-202,PROD-05,UBI-PUE249,1,Mochila Ergonómica,Accesorios,450.0,180.0,2023-04-15,7,Gratuita,Puebla,San Antonio Matlahuacales,19.75767649860954,-98.07966778906172,450.0,180.0,270.0
2603,51766,2024-01-11,JUG-187,PROD-04,UBI-PUE243,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2023-03-20,11,Premium,Puebla,Chignahuapan,19.835786718276207,-98.01454903635826,120.0,35.0,85.0
2604,51766,2024-01-11,JUG-187,PROD-01,UBI-PUE243,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2023-03-20,11,Premium,Puebla,Chignahuapan,19.835786718276207,-98.01454903635826,150.0,45.0,105.0
2605,51767,2024-02-26,JUG-228,PROD-07,UBI-PUE089,1,Libreta de Tareas,Papelería,110.0,30.0,2024-02-22,7,Gratuita,Puebla,San Andrés Cholula,19.0150490611301,-98.31244148884034,110.0,30.0,80.0
2606,51768,2024-08-29,JUG-065,PROD-02,UBI-PUE142,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2023-11-04,12,Premium,Puebla,Puebla (Centro),19.07949314246757,-98.13904704882349,80.0,5.0,75.0
2607,51769,2025-04-16,JUG-059,PROD-05,UBI-PUE275,1,Mochila Ergonómica,Accesorios,450.0,180.0,2023-12-09,10,Premium,Puebla,Heroica Puebla De Zaragoza,18.983957550633328,-98.21460311369783,450.0,180.0,270.0
2608,51770,2026-06-30,JUG-078,PROD-05,UBI-PUE019,1,Mochila Ergonómica,Accesorios,450.0,180.0,2025-05-09,7,Gratuita,Puebla,Huauchinango,20.17955053780023,-98.0458727820729,450.0,180.0,270.0
2610,51771,2024-03-01,JUG-230,PROD-03,UBI-PUE132,2,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2023-10-13,9,Gratuita,Puebla,San Andrés Cholula,19.01712033992352,-98.31877765619926,560.0,180.0,380.0
2611,51771,2024-03-01,JUG-230,PROD-04,UBI-PUE132,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2023-10-13,9,Gratuita,Puebla,San Andrés Cholula,19.01712033992352,-98.31877765619926,120.0,35.0,85.0
2613,51772,2023-12-15,JUG-151,PROD-07,UBI-PUE087,1,Libreta de Tareas,Papelería,110.0,30.0,2023-08-29,12,Gratuita,Puebla,Atlixco,18.92337514625093,-98.42705503988608,110.0,30.0,80.0
2614,51772,2023-12-15,JUG-151,PROD-03,UBI-PUE087,2,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2023-08-29,12,Gratuita,Puebla,Atlixco,18.92337514625093,-98.42705503988608,560.0,180.0,380.0
2615,51772,2023-12-15,JUG-151,PROD-07,UBI-PUE087,2,Libreta de Tareas,Papelería,110.0,30.0,2023-08-29,12,Gratuita,Puebla,Atlixco,18.92337514625093,-98.42705503988608,220.0,60.0,160.0
2616,51773,2025-09-05,JUG-142,PROD-04,UBI-PUE167,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2025-02-24,6,Gratuita,Puebla,Puebla (San Andrés Azumiatla),18.890191792692026,-98.25082471958332,120.0,35.0,85.0
2617,51774,2025-07-18,JUG-037,PROD-05,UBI-PUE112,2,Mochila Ergonómica,Accesorios,450.0,180.0,2024-04-15,9,Gratuita,Puebla,San Andrés Cholula,19.020963820680517,-98.31583531055568,900.0,360.0,540.0
2618,51775,2026-06-23,JUG-233,PROD-03,UBI-PUE104,2,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2025-08-06,8,Gratuita,Puebla,San Andrés Cholula,19.0498645292596,-98.29089816786774,560.0,180.0,380.0
2619,51776,2024-12-23,JUG-224,PROD-08,UBI-PUE046,1,Planilla Stickers,Papelería,35.0,8.0,2024-12-07,6,Gratuita,Puebla,Tehuacán,18.460858063197517,-97.38736754907023,35.0,8.0,27.0
2620,51777,2025-07-18,JUG-062,PROD-03,UBI-PUE235,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2024-03-26,10,Gratuita,Puebla,Chignahuapan,19.83295426462626,-98.0290430428212,280.0,90.0,190.0
2621,51778,2023-03-26,JUG-248,PROD-05,UBI-PUE069,2,Mochila Ergonómica,Accesorios,450.0,180.0,2023-03-18,8,Gratuita,Puebla,Atlixco,18.90426074775045,-98.44375743321434,900.0,360.0,540.0
2622,51779,2025-04-26,JUG-045,PROD-02,UBI-PUE036,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2024-03-30,9,Gratuita,Puebla,Tehuacán,18.468999255778986,-97.38118773934087,80.0,5.0,75.0
2623,51780,2025-03-14,JUG-021,PROD-05,UBI-PUE119,1,Mochila Ergonómica,Accesorios,450.0,180.0,2025-02-27,11,Gratuita,Puebla,San Andrés Cholula,19.02112062880673,-98.3160904867258,450.0,180.0,270.0
2624,51780,2025-03-14,JUG-021,PROD-08,UBI-PUE119,1,Planilla Stickers,Papelería,35.0,8.0,2025-02-27,11,Gratuita,Puebla,San Andrés Cholula,19.02112062880673,-98.3160904867258,35.0,8.0,27.0
2625,51781,2024-03-16,JUG-159,PROD-02,UBI-PUE222,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2023-01-04,11,Premium,Puebla,Villa Avila Camacho,20.383091927918866,-97.8795480125374,80.0,5.0,75.0
2626,51782,2024-05-25,JUG-187,PROD-07,UBI-PUE108,3,Libreta de Tareas,Papelería,110.0,30.0,2023-03-20,11,Premium,Puebla,San Andrés Cholula,19.02616856530225,-98.3109550664127,330.0,90.0,240.0
2627,51782,2024-05-25,JUG-187,PROD-08,UBI-PUE108,1,Planilla Stickers,Papelería,35.0,8.0,2023-03-20,11,Premium,Puebla,San Andrés Cholula,19.02616856530225,-98.3109550664127,35.0,8.0,27.0
2628,51783,2025-01-14,JUG-076,PROD-08,UBI-PUE150,1,Planilla Stickers,Papelería,35.0,8.0,2024-06-22,9,Gratuita,Puebla,Puebla (Centro),19.060825703360525,-98.19206400039404,35.0,8.0,27.0
2629,51784,2024-05-17,JUG-219,PROD-02,UBI-PUE045,2,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2024-05-08,6,Premium,Puebla,Tehuacán,18.46150937281795,-97.39406234294373,160.0,10.0,150.0
2630,51785,2024-02-26,JUG-106,PROD-08,UBI-PUE086,1,Planilla Stickers,Papelería,35.0,8.0,2023-04-05,11,Premium,Puebla,Atlixco,18.934092121065007,-98.39847341988778,35.0,8.0,27.0
2631,51785,2024-02-26,JUG-106,PROD-02,UBI-PUE086,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2023-04-05,11,Premium,Puebla,Atlixco,18.934092121065007,-98.39847341988778,80.0,5.0,75.0
2632,51786,2024-07-11,JUG-164,PROD-07,UBI-PUE223,1,Libreta de Tareas,Papelería,110.0,30.0,2024-04-07,7,Premium,Puebla,Chignahuapan,19.830745875895037,-98.0365962574568,110.0,30.0,80.0
2633,51786,2024-07-11,JUG-164,PROD-08,UBI-PUE223,1,Planilla Stickers,Papelería,35.0,8.0,2024-04-07,7,Premium,Puebla,Chignahuapan,19.830745875895037,-98.0365962574568,35.0,8.0,27.0
2634,51786,2024-07-11,JUG-164,PROD-08,UBI-PUE223,2,Planilla Stickers,Papelería,35.0,8.0,2024-04-07,7,Premium,Puebla,Chignahuapan,19.830745875895037,-98.0365962574568,70.0,16.0,54.0
2635,51787,2024-07-13,JUG-011,PROD-03,UBI-PUE287,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2023-12-18,11,Gratuita,Puebla,Heroica Puebla De Zaragoza,19.073092046030165,-98.25321078069722,280.0,90.0,190.0
2636,51788,2023-06-15,JUG-159,PROD-04,UBI-PUE046,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2023-01-04,11,Premium,Puebla,Tehuacán,18.460858063197517,-97.38736754907023,120.0,35.0,85.0
2637,51788,2023-06-15,JUG-159,PROD-07,UBI-PUE046,1,Libreta de Tareas,Papelería,110.0,30.0,2023-01-04,11,Premium,Puebla,Tehuacán,18.460858063197517,-97.38736754907023,110.0,30.0,80.0
2638,51789,2024-04-28,JUG-156,PROD-02,UBI-PUE123,3,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2024-03-21,12,Gratuita,Puebla,San Andrés Cholula,19.021452337817006,-98.31708567378928,240.0,15.0,225.0
2639,51790,2024-09-28,JUG-130,PROD-02,UBI-PUE255,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2024-01-18,7,Gratuita,Puebla,Heroica Puebla De Zaragoza,18.96028779760123,-98.26448011474255,80.0,5.0,75.0
2640,51790,2024-09-28,JUG-130,PROD-01,UBI-PUE255,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2024-01-18,7,Gratuita,Puebla,Heroica Puebla De Zaragoza,18.96028779760123,-98.26448011474255,150.0,45.0,105.0
2641,51791,2023-05-18,JUG-106,PROD-07,UBI-PUE160,1,Libreta de Tareas,Papelería,110.0,30.0,2023-04-05,11,Premium,Puebla,Puebla (San Andrés Azumiatla),18.906638196336388,-98.245983260958,110.0,30.0,80.0
2642,51791,2023-05-18,JUG-106,PROD-04,UBI-PUE160,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2023-04-05,11,Premium,Puebla,Puebla (San Andrés Azumiatla),18.906638196336388,-98.245983260958,120.0,35.0,85.0
2643,51792,2026-04-25,JUG-075,PROD-05,UBI-PUE136,1,Mochila Ergonómica,Accesorios,450.0,180.0,2025-03-24,11,Gratuita,Puebla,San Andrés Cholula,19.019570634269705,-98.31785120227777,450.0,180.0,270.0
2644,51793,2024-03-04,JUG-198,PROD-02,UBI-PUE263,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2023-10-04,7,Gratuita,Puebla,Heroica Puebla De Zaragoza,18.962199033206332,-98.24795210458822,80.0,5.0,75.0
2645,51794,2024-01-01,JUG-017,PROD-07,UBI-PUE104,1,Libreta de Tareas,Papelería,110.0,30.0,2023-10-16,11,Gratuita,Puebla,San Andrés Cholula,19.0498645292596,-98.29089816786774,110.0,30.0,80.0
2646,51795,2024-11-12,JUG-101,PROD-06,UBI-PUE021,1,Lapicera Colección,Papelería,95.0,25.0,2024-08-25,8,Gratuita,Puebla,Huauchinango,20.17060789121293,-98.06904706855802,95.0,25.0,70.0
2647,51796,2025-04-16,JUG-071,PROD-06,UBI-PUE042,1,Lapicera Colección,Papelería,95.0,25.0,2025-04-02,7,Gratuita,Puebla,Tehuacán,18.44864555025473,-97.4108851583181,95.0,25.0,70.0
2648,51796,2025-04-16,JUG-071,PROD-01,UBI-PUE042,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2025-04-02,7,Gratuita,Puebla,Tehuacán,18.44864555025473,-97.4108851583181,150.0,45.0,105.0
2649,51797,2024-03-27,JUG-238,PROD-08,UBI-PUE176,1,Planilla Stickers,Papelería,35.0,8.0,2023-02-24,12,Gratuita,Puebla,Puebla (La Paz Tlaxcolpan),18.90063918976696,-98.22160424933368,35.0,8.0,27.0
2650,51798,2024-06-08,JUG-239,PROD-01,UBI-PUE145,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2023-10-16,11,Premium,Puebla,Puebla (Centro),19.010707979772057,-98.20349902916412,150.0,45.0,105.0
2651,51799,2025-09-09,JUG-023,PROD-06,UBI-PUE073,1,Lapicera Colección,Papelería,95.0,25.0,2025-04-12,12,Gratuita,Puebla,Atlixco,18.92114972140276,-98.4595502803005,95.0,25.0,70.0
2652,51800,2026-01-26,JUG-023,PROD-02,UBI-PUE242,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2025-04-12,12,Gratuita,Puebla,Chignahuapan,19.829545651752877,-98.01766218563374,80.0,5.0,75.0
2653,51800,2026-01-26,JUG-023,PROD-04,UBI-PUE242,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2025-04-12,12,Gratuita,Puebla,Chignahuapan,19.829545651752877,-98.01766218563374,120.0,35.0,85.0
2654,51801,2026-05-08,JUG-071,PROD-03,UBI-PUE172,3,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2025-04-02,7,Gratuita,Puebla,Puebla (La Paz Tlaxcolpan),18.9049428852566,-98.223084828748,840.0,270.0,570.0
2655,51802,2023-09-17,JUG-039,PROD-07,UBI-PUE201,3,Libreta de Tareas,Papelería,110.0,30.0,2023-01-21,8,Gratuita,Puebla,Amozoc De Mota,19.03101101824674,-98.07522567799602,330.0,90.0,240.0
2656,51803,2024-02-25,JUG-232,PROD-01,UBI-PUE269,2,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2023-01-21,12,Premium,Puebla,Heroica Puebla De Zaragoza,18.98506390301563,-98.26729492882036,300.0,90.0,210.0
2657,51804,2023-09-04,JUG-019,PROD-01,UBI-PUE129,2,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2023-05-20,11,Premium,Puebla,San Andrés Cholula,19.01732320515911,-98.31362781484478,300.0,90.0,210.0
2658,51804,2023-09-04,JUG-019,PROD-01,UBI-PUE129,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2023-05-20,11,Premium,Puebla,San Andrés Cholula,19.01732320515911,-98.31362781484478,150.0,45.0,105.0
2659,51805,2023-08-18,JUG-210,PROD-06,UBI-PUE205,1,Lapicera Colección,Papelería,95.0,25.0,2023-05-23,9,Premium,Puebla,Amozoc De Mota,19.04783192481297,-98.05338993782271,95.0,25.0,70.0
2660,51806,2024-04-03,JUG-209,PROD-08,UBI-PUE124,1,Planilla Stickers,Papelería,35.0,8.0,2024-03-12,7,Gratuita,Puebla,San Andrés Cholula,19.01239350915052,-98.31493673287773,35.0,8.0,27.0
2661,51807,2025-10-31,JUG-031,PROD-03,UBI-PUE089,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2024-12-27,7,Gratuita,Puebla,San Andrés Cholula,19.0150490611301,-98.31244148884034,280.0,90.0,190.0
2662,51808,2023-12-14,JUG-151,PROD-01,UBI-PUE209,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2023-08-29,12,Gratuita,Puebla,Amozoc De Mota,19.06527247459149,-98.04605250723895,150.0,45.0,105.0
2664,51809,2024-12-19,JUG-063,PROD-03,UBI-PUE018,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2024-05-17,6,Gratuita,Puebla,Huauchinango,20.172944307828807,-98.04819021072142,280.0,90.0,190.0
2665,51810,2023-05-26,JUG-068,PROD-01,UBI-PUE200,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2023-05-23,12,Gratuita,Puebla,Amozoc De Mota,19.048885110337302,-98.07548085428265,150.0,45.0,105.0
2666,51811,2025-06-07,JUG-163,PROD-02,UBI-PUE046,2,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2024-05-28,8,Gratuita,Puebla,Tehuacán,18.460858063197517,-97.38736754907023,160.0,10.0,150.0
2667,51812,2024-01-22,JUG-140,PROD-01,UBI-PUE116,2,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2023-01-08,6,Gratuita,Puebla,San Andrés Cholula,19.019169267718645,-98.31783351860172,300.0,90.0,210.0
2668,51812,2024-01-22,JUG-140,PROD-01,UBI-PUE116,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2023-01-08,6,Gratuita,Puebla,San Andrés Cholula,19.019169267718645,-98.31783351860172,150.0,45.0,105.0
2669,51812,2024-01-22,JUG-140,PROD-07,UBI-PUE116,2,Libreta de Tareas,Papelería,110.0,30.0,2023-01-08,6,Gratuita,Puebla,San Andrés Cholula,19.019169267718645,-98.31783351860172,220.0,60.0,160.0
2670,51813,2025-02-22,JUG-137,PROD-07,UBI-PUE202,1,Libreta de Tareas,Papelería,110.0,30.0,2024-02-06,11,Gratuita,Puebla,Amozoc De Mota,19.040545979619587,-98.0573955744083,110.0,30.0,80.0
2671,51813,2025-02-22,JUG-137,PROD-06,UBI-PUE202,1,Lapicera Colección,Papelería,95.0,25.0,2024-02-06,11,Gratuita,Puebla,Amozoc De Mota,19.040545979619587,-98.0573955744083,95.0,25.0,70.0
2672,51813,2025-02-22,JUG-137,PROD-03,UBI-PUE202,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2024-02-06,11,Gratuita,Puebla,Amozoc De Mota,19.040545979619587,-98.0573955744083,280.0,90.0,190.0
2673,51814,2023-12-09,JUG-069,PROD-04,UBI-PUE273,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2023-03-27,7,Gratuita,Puebla,Heroica Puebla De Zaragoza,18.971823137028533,-98.25913918581844,120.0,35.0,85.0
2674,51815,2024-06-19,JUG-219,PROD-04,UBI-PUE155,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2024-05-08,6,Premium,Puebla,Puebla (Centro),19.009233700783795,-98.2024594818567,120.0,35.0,85.0
2675,51815,2024-06-19,JUG-219,PROD-03,UBI-PUE155,2,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2024-05-08,6,Premium,Puebla,Puebla (Centro),19.009233700783795,-98.2024594818567,560.0,180.0,380.0
2676,51816,2024-06-10,JUG-107,PROD-08,UBI-PUE134,1,Planilla Stickers,Papelería,35.0,8.0,2023-09-06,11,Gratuita,Puebla,San Andrés Cholula,19.017566643178824,-98.31663188893212,35.0,8.0,27.0
2677,51816,2024-06-10,JUG-107,PROD-07,UBI-PUE134,1,Libreta de Tareas,Papelería,110.0,30.0,2023-09-06,11,Gratuita,Puebla,San Andrés Cholula,19.017566643178824,-98.31663188893212,110.0,30.0,80.0
2678,51817,2025-01-23,JUG-136,PROD-01,UBI-PUE223,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2024-11-13,11,Gratuita,Puebla,Chignahuapan,19.830745875895037,-98.0365962574568,150.0,45.0,105.0
2679,51818,2026-04-16,JUG-038,PROD-06,UBI-PUE029,1,Lapicera Colección,Papelería,95.0,25.0,2025-04-16,8,Gratuita,Puebla,Tehuacán,18.443597457880003,-97.38238936901048,95.0,25.0,70.0
2680,51819,2024-03-16,JUG-137,PROD-08,UBI-PUE026,1,Planilla Stickers,Papelería,35.0,8.0,2024-02-06,11,Gratuita,Puebla,Tehuacán,18.4304065809675,-97.37363463856056,35.0,8.0,27.0
